9,254,12,18,30,9607,
9,254,4,5,25,9607,
9,254,19,8,42,9803,
9,254,7,3,30,9607,
9,254,10,16,29,9607,
9,254,4,9,37,9803,
9,254,12,8,41,9803,
9,254,9,1,22,9607,
9,254,3,12,51,9803,
9,254,10,16,54,9803,
9,254,6,19,53,9803,
9,254,14,3,30,9607,
9,254,14,5,71,9607,
9,254,5,14,50,9803,
9,254,8,6,33,9607,
9,254,7,4,53,9803,
9,254,17,9,79,9607,
9,254,14,12,76,9607,
9,254,2,12,43,9803,
9,254,17,13,28,9607,
9,254,7,1,67,9607,
9,254,6,9,47,9803,
9,254,5,3,45,9803,
9,254,4,2,23,9803,
9,254,7,13,55,9803,
9,254,16,4,73,9607,
9,254,13,16,53,9803,
9,254,7,14,79,9607,
9,254,14,4,78,9607,
9,254,14,8,44,9803,
9,254,8,17,77,9607,
9,254,9,15,52,9803,
9,254,5,18,40,9803,
9,254,20,19,54,9803,
9,254,15,15,43,9803,
9,254,13,11,46,9803,
9,254,2,9,76,9607,
9,254,16,8,42,9803,
9,254,14,1,30,9803,
9,254,19,6,50,9803,
9,254,17,17,50,9803,
9,254,11,2,46,9803,
9,254,6,11,33,9607,
9,254,5,4,43,9803,
9,254,18,14,78,9607,
9,254,10,2,36,9803,
9,254,11,8,49,9803,
9,254,6,9,40,9803,
9,254,2,16,31,10000,
9,254,4,7,44,9803,
9,254,3,16,50,9803,
9,254,16,16,46,9803,
9,254,4,9,79,9607,
9,254,18,3,78,9607,
9,254,14,11,77,9607,
9,254,11,9,54,9803,
9,254,8,8,44,9803,
9,254,2,10,47,9803,
9,254,3,17,33,9803,
9,254,8,19,50,9803,
9,254,16,3,33,9607,
9,254,12,4,39,9803,
9,254,15,13,34,9607,
9,254,3,3,38,9803,
9,254,4,6,45,9803,
9,254,8,15,45,9803,
9,254,19,7,28,9607,
9,254,13,15,28,9607,
9,254,6,10,73,9607,
9,254,7,14,46,9803,
9,254,3,19,54,9803,
9,254,6,9,77,9607,
9,254,9,8,46,9803,
9,254,19,18,53,9803,
9,254,3,10,48,9803,
9,254,15,5,36,9803,
9,254,14,13,49,9803,
9,254,19,18,51,9803,
9,254,18,20,41,9803,
9,254,18,8,76,9607,
9,254,3,2,22,9803,
9,254,16,11,54,9803,
